Unicode,Kanji,KLC,Heisig old,Heisig 6th Ed,KLC name
65e5,日,1,12,12,"sun, day, Japan"
4e00,一,2,1,1,one
4e8c,二,3,2,2,two
4e09,三,4,3,3,three
5341,十,5,10,10,ten
56db,四,6,4,4,four
4e94,五,7,5,5,five
516d,六,8,6,6,six
4e03,七,9,7,7,seven
516b,八,10,8,8,eight
4e5d,九,11,9,9,nine
4e38,丸,12,44,44,round
5186,円,13,1811,1952,"circle, yen"
3007,〇,14,,,"zero, circle mark"
4eba,人,15,951,1023,human being
767e,百,16,38,38,hundred
5343,千,17,40,40,thousand
4e07,万,18,64,68,ten thousand
53e3,口,19,11,11,mouth
7530,田,20,14,14,rice field
76ee,目,21,15,15,"eye, item"
5ddd,川,22,127,134,river
6708,月,23,13,13,"moon, month"
660e,明,24,20,20,"bright, clear"
66dc,曜,25,576,618,day of the week
706b,火,26,161,173,fire
6c34,水,27,130,137,water
6728,木,28,195,207,"tree, wood"
91d1,金,29,269,287,"metal, gold, money"
571f,土,30,150,161,soil
672c,本,31,211,224,"basis, book, this"
6771,東,32,504,543,east
5927,大,33,107,112,"big, university"
5c0f,小,34,105,110,small
4e2d,中,35,39,39,"middle, in, China"
751f,生,36,1555,1675,"life, be born, student"
5c71,山,37,768,830,mountain
51fa,出,38,767,829,"go out, put out"
5165,入,39,779,842,"enter, put in"
4e0b,下,40,50,51,down
4e0a,上,41,49,50,up
6b62,止,42,370,396,stop
6b63,正,43,379,405,"right, correct"
8db3,足,44,1279,1372,"foot, suffice"
5b9a,定,45,382,408,fix
624b,手,46,637,687,"hand, performer of an action"
7528,用,47,1181,1265,"employ, things to do"
7121,無,48,1775,1913,"without, nothing"
4e0d,不,49,1217,1302,not
56de,回,50,586,630,"turn round, time"
8a00,言,51,335,357,"say, speech"
820c,舌,52,41,41,tongue
8a71,話,53,344,368,speak
6d3b,活,54,143,154,"active, live"
884c,行,55,873,938,"go, act, line (of print)"
5fc3,心,56,595,639,heart
8033,耳,57,818,881,ear
53c8,又,58,696,752,"again, or"
53d6,取,59,819,882,take
8eab,身,60,1248,1337,"body, one's person, social position"
4f11,休,61,965,1038,rest
4f53,体,62,957,1030,"body, form"
4fe1,信,63,969,1043,"believe, message"
4ed8,付,64,1000,1075,attach
53d7,受,65,735,794,receive
4ee5,以,66,1028,1105,"by means of, to the...of"
7acb,立,67,431,462,"stand, establish"
90e8,部,68,1845,1988,section
500d,倍,69,992,1067,"times, double"
6210,成,70,361,386,"become, achieve"
4ee3,代,71,1005,1080,"replace, generation, charge"
738b,王,72,255,271,king
7389,玉,73,256,272,gem
5b9d,宝,74,257,273,treasure
56fd,国,75,581,624,country
767d,白,76,37,37,white
7687,皇,77,261,279,emperor
5168,全,78,263,281,whole (all)
66f8,書,79,327,349,"write, book"
4e8b,事,80,1156,1240,"affair, abstract thing"
81ea,自,81,36,36,self
8c9d,貝,82,54,56,shellfish
898b,見,83,57,61,see
529b,力,84,858,922,power
5200,刀,85,83,87,sword
5207,切,86,85,89,cut
5203,刃,87,84,88,blade
5206,分,88,781,844,"divide, part, minute"
516c,公,89,784,847,public
5225,別,90,90,94,"separate, another"
9577,長,91,1920,2070,"long, chief (senior)"
7537,男,92,859,923,man
5973,女,93,98,102,woman
5b50,子,94,95,99,child
597d,好,95,99,103,"like, favorable"
5b89,安,96,190,202,"peaceful, inexpensive"
6848,案,97,214,227,proposal (plan)
5b57,字,98,185,197,character
5b66,学,99,324,346,"study, school"
7236,父,100,1274,1366,father
6587,文,101,1725,1861,"writings, letter"
4ea4,交,102,1275,1368,"intercourse, cross (intersect)"
6821,校,103,1278,1371,school
6bcd,母,104,101,105,mother
6bce,毎,105,458,497,every
6d77,海,106,461,500,sea
8005,者,107,1256,1345,person
5de5,工,108,76,80,"manufacture, construction"
5f0f,式,109,353,377,"form, ceremony, formula"
5f10,弐,110,355,379,two (in legal documents)
6b66,武,111,377,403,military
7cf8,糸,112,1333,1431,thread
524d,前,113,290,309,before
5f8c,後,114,1379,1479,after
5348,午,115,568,610,"noon, sign of the horse"
725b,牛,116,245,260,cattle
5e74,年,117,1036,1114,year
4ef6,件,118,959,1032,matter (case)
6761,条,119,298,319,article
5316,化,120,1008,1083,change into
82b1,花,121,1009,1084,flower
5317,北,122,445,480,north
6bd4,比,123,447,482,compare
80cc,背,124,446,481,back
8eca,車,125,286,304,"vehicle (car), wheel"
6c17,気,126,1885,2030,"gas, spirit"
6c7d,汽,127,1886,2031,steam
6027,性,128,1558,1679,"nature, gender"
7551,畑,129,166,178,(cultivated) field
9752,青,130,1534,1654,"blue, green"
9ea6,麦,131,1533,1653,wheat
7d20,素,132,1532,1652,"element, plain (bare)"
6bd2,毒,133,1531,1651,poison
5148,先,134,248,263,ahead of (previous)
6d17,洗,135,249,264,wash
5143,元,136,59,63,origin
5149,光,137,119,125,light
53bb,去,138,750,812,go away
6cd5,法,139,751,813,"law, method"
8d70,走,140,384,410,run
5f53,当,141,1153,1236,"the present, hit (the mark)"
601d,思,142,605,651,think
65e9,早,143,26,26,"early, quick"
8349,草,144,224,238,grass
671d,朝,145,52,53,"morning, dynasty"
6f6e,潮,146,141,152,(morning) tide
5f62,形,147,1711,1847,shape
767a,発,148,1705,1840,"start, emit, open up"
5ec3,廃,149,1706,1841,"abandon, waste"
97f3,音,150,479,518,sound
610f,意,151,608,654,"mind, meaning"
4f5c,作,152,1142,1224,"make, work"
6628,昨,153,1140,1222,"yesterday, last"
96e8,雨,154,422,451,rain
96fb,電,155,535,574,electricity
9801,頁,156,60,64,page
9996,首,157,70,74,"head, neck, leader"
9053,道,158,277,295,way
901a,通,159,1408,1511,"pass (through), communicate"
4e73,乳,160,729,786,milk
8c46,豆,161,1440,1548,bean
982d,頭,162,1441,1549,head
4e88,予,163,1593,1719,in advance
77db,矛,164,1225,1311,halberd
9810,預,165,1595,1721,deposit
53e5,句,166,65,69,"phrase, haiku"
65ec,旬,167,67,71,ten-day period
52fa,勺,168,68,72,shaku (0.018L)
7684,的,169,69,73,target
7d04,約,170,1362,1462,"promise, shorten, approximately"
52ff,勿,171,1049,1128,do not
7269,物,172,1050,1129,thing
65b9,方,173,490,529,"direction, way, square"
9632,防,174,1302,1399,defend against
9762,面,175,1892,2039,face
753b,画,176,1170,1254,"picture, draw up a plan"
4e21,両,177,1168,1252,both
5ca1,岡,178,1961,2112,hill
6e80,満,179,1169,1253,full (whole)
9854,顔,180,1717,1853,face
7523,産,181,1560,1681,"give birth, produce"
540c,同,182,180,192,same (similar)
5411,向,183,183,195,turn toward
5c1a,尚,184,184,196,"still more, value highly"
9ad8,高,185,307,329,"high, amount"
5727,圧,186,152,163,pressure
5730,地,187,515,554,"ground, place"
6c60,池,188,516,555,pond
4ed6,他,189,961,1034,other
96c6,集,190,559,601,gather (collect)
9032,進,191,561,603,advance
8fbc,込,192,780,843,move inward
65a4,斤,193,1125,1206,kin (600g)
8fd1,近,194,1129,1210,"near, recent"
8fba,辺,195,284,302,"vicinity, borderland"
6700,最,196,821,884,most
76bf,皿,197,1447,1555,plate
8840,血,198,1448,1556,blood
6e29,温,199,1452,1560,warm
6e7f,湿,200,1788,1927,moist
722a,爪,201,727,784,claw
74dc,瓜,202,1877,2022,melon
5dfe,巾,203,2101,432,cloth
5e03,布,204,405,433,"cloth, spread"
5e02,市,205,412,440,"city, market"
540a,吊,206,2171,2289,hang
6cc9,泉,207,133,140,spring (water)
539f,原,208,134,142,"plain (field), original"
6e90,源,209,142,153,source (origin)
7dda,線,210,1339,1438,line
7dbf,綿,211,1367,1467,cotton
7d79,絹,212,1368,1468,silk
9326,錦,213,411,439,brocade
9858,願,214,135,143,"wish, ask a favor"
5185,内,215,1019,1095,inside
8089,肉,216,1022,1098,flesh
732a,猪,217,1262,1352,wild boar
8c5a,豚,218,538,577,pig
5bb6,家,219,541,580,"house, family"
543e,吾,220,17,17,"ego, I"
6211,我,221,640,690,self
8a9e,語,222,347,371,"word, language, tell"
4f1d,伝,223,963,1036,transmit
8ee2,転,224,420,449,turn
82b8,芸,225,421,450,art
4f1a,会,226,752,814,"meet, society"
5408,合,227,253,269,"combine, fit"
4eca,今,228,1587,1711,"present (now), this"
4ee4,令,229,1401,1503,command
5ff5,念,230,1590,1715,thoughts
5370,印,231,1425,1530,seal (mark)
547d,命,232,1400,1502,"order, life, fate"
4ea1,亡,233,485,524,deceased
7c73,米,234,919,987,"rice, america"
7c92,粒,235,922,990,grain
548c,和,236,897,963,"harmonious, peace, japan"
79c1,私,237,902,968,"private, I"
5e83,広,238,739,799,wide (spacious)
7d30,細,239,1363,1463,"slender, minute"
6797,林,240,196,208,forest
68ee,森,241,197,209,thick woods
677e,松,242,785,848,pine
7af9,竹,243,937,1007,bamboo
90fd,都,244,1846,1989,"metropolis, tokyo"
4eac,京,245,312,334,"capital, tokyo, kyoto"
653f,政,246,381,407,political administration
5e9c,府,247,1002,1077,"urban prefecture, government office"
6238,戸,248,1076,1157,"door, household"
6240,所,249,1127,1208,place (point)
81f3,至,250,753,815,"come to, utmost"
81f4,致,251,756,818,"bring about (lead to), do humbly"
5c4b,屋,252,1058,1138,"house, small shop"
5ba4,室,253,754,816,room
53e4,古,254,16,16,old
5c45,居,255,1063,1143,"be present, reside"
5c40,局,256,1066,1147,"bureau, limited part, situation"
6545,故,257,333,355,"old, incident, reason (cause)"
80e1,胡,258,2470,2537,natives of ancient china
6e56,湖,259,148,159,lake
56fa,固,260,580,622,"solid, firm"
7b87,箇,261,2029,2185,counter for items
500b,個,262,973,1047,"individual, general counter"
4e14,且,263,2034,2190,as well as (moreover)
7d44,組,264,1776,1914,"organize, assemble"
5915,夕,265,109,114,evening
5916,外,266,111,116,outside
591a,多,267,108,113,many
6c50,汐,268,110,115,evening tide
540d,名,269,112,117,name
5929,天,270,428,457,heaven
672a,未,271,216,229,not yet
672b,末,272,217,230,last part (end)
5473,味,273,219,233,taste
6765,来,274,1884,2029,come
65b0,新,275,1502,1619,new
89aa,親,276,1504,1621,"parent, relatives, intimate"
6b20,欠,277,466,505,lack (want)
6b21,次,278,471,510,next
5e2d,席,279,1193,1277,seat
5ea6,度,280,1194,1278,"degree, time"
6e21,渡,281,1195,1279,cross (ford)
9650,限,282,1466,1576,limit
9280,銀,283,1459,1569,silver
6839,根,284,1461,1571,root
826f,良,285,1468,1578,good
90ce,郎,286,1851,1995,"young man, male name suffix"
5eca,廊,287,1852,1996,corridor
98df,食,288,1472,1582,"eat, food"
98f2,飲,289,1474,1584,drink
5b98,官,290,1271,1363,"government, government official"
9928,館,291,1478,1589,public building
5bbf,宿,292,995,1070,lodge
72ac,犬,293,238,253,dog
592a,太,294,120,126,"great, thick (fat)"
5668,器,295,121,127,"vessel (container), instrument"
51f6,凶,296,1490,1603,"misfortune, evil"
533a,区,297,1696,1831,"divide into sections, district, ward"
56f3,図,298,1180,1264,drawing (plan)
756a,番,299,1909,2058,"numerical order, watch (duty)"
53f7,号,300,1242,1330,"number, designation, sign"
54c1,品,301,23,23,"article, grade of excellence, classification"
697d,楽,302,1735,1872,"pleasure, comfortable, music"
85ac,薬,303,1736,1873,drug
5468,周,304,317,339,periphery (around)
9031,週,305,318,340,week
8abf,調,306,349,373,"tone, investigate, prepare"
675f,束,307,1664,1793,"tie up, bundle"
6574,整,308,1670,1800,put in order
6570,数,309,929,998,number
985e,類,310,931,1000,kind (type)
793a,示,311,1086,1167,show
7981,禁,312,1098,1179,prohibit
793c,礼,313,1087,1168,"etiquette, rite"
793e,社,314,1092,1173,"company, society, shinto shrine"
7533,申,315,1117,1198,"report (to a superior), speak humbly"
795e,神,316,1119,1200,god
54e1,員,317,56,59,member (personnel)
8cea,質,318,1137,1219,"quality, matter, pawn"
515a,党,319,797,860,party (political)
5802,堂,320,798,861,hall
5e38,常,321,799,862,"normal, regular"
8cde,賞,322,796,859,prize
511f,償,323,985,1060,recompense
638c,掌,324,801,864,"palm of one's hand, take charge of"
899a,覚,325,325,347,"perceive, wake up, commit to memory"
609f,悟,326,622,669,awake to (comprehend)
611f,感,327,615,662,sense (feel)
592e,央,328,1740,1877,center
6620,映,329,1742,1879,"reflect, project"
6c7a,決,330,1641,1770,decide
5feb,快,331,1642,1771,pleasant
82f1,英,332,1741,1878,"distinguished, england"
4e26,並,333,1785,1924,line up
5e73,平,334,1484,1596,"flat, calm"
534a,半,335,1202,1286,half
99ac,馬,336,1978,2132,horse
5c3a,尺,337,1070,1151,shaku (30.3cm)
5c3d,尽,338,1071,1152,exhaust
99c5,駅,339,1984,2138,station
9ce5,鳥,340,1941,2091,bird
5cf6,島,341,1948,2098,island
89d2,角,342,1812,1953,"angle, horn"
866b,虫,343,517,556,insect
89e6,触,344,1813,1954,touch
89e3,解,345,1814,1955,"take apart, dissolve, clarify"
72ec,独,346,522,561,alone
5e97,店,347,588,632,shop
5360,占,348,48,49,"occupy, divine"
70b9,点,349,169,181,point
58eb,士,350,319,341,"military man, man of learning"
5546,商,351,439,471,trade (commerce)
8cb7,買,352,831,894,buy
58f2,売,353,323,345,sell
7d9a,続,354,1345,1445,continue
8aad,読,355,348,372,read
5171,共,356,1795,1934,joint (together)
4f9b,供,357,1796,1935,offer (submit)
6d2a,洪,358,1799,1939,flood
6614,昔,359,1184,1268,former times
51ac,冬,360,427,456,winter
5bd2,寒,361,1526,1645,cold
6625,春,362,1568,1690,spring
590f,夏,363,296,317,summer
79cb,秋,364,900,966,autumn
4e3b,主,365,266,284,"main, lord (master)"
4f4f,住,366,954,1027,live (inhabit)
99d0,駐,367,1982,2136,stationed
6ce8,注,368,267,285,"pour, concentrate"
5fd7,志,369,600,645,ambition
8a8c,誌,370,601,646,magazine
4ed5,仕,371,960,1033,"serve, do"
4efb,任,372,1003,1078,"office, entrust"
652f,支,373,711,768,"branch, support, be obstructed"
53cd,反,374,722,779,counter (against)
5742,坂,375,723,780,slope
962a,阪,376,1294,1390,slope
98ef,飯,377,1473,1583,"cooked rice, meal"
8fd4,返,378,725,782,return
96d1,雑,379,562,604,"miscellaneous, mixed"
4e71,乱,380,72,76,disordered
5bf8,寸,381,45,45,"a bit of, sun (3.03cm)"
5bfa,寺,382,158,170,buddhist temple
6642,時,383,159,171,time
6301,持,384,660,712,"hold (have, keep)"
7279,特,385,246,261,special
5f85,待,386,879,944,wait
5f97,得,387,876,941,"acquire, gain"
4f8d,侍,388,976,1050,"attend upon, samurai"
8a69,詩,389,346,370,poetry
5373,即,390,1462,1572,"immediate, namely"
7bc0,節,391,1464,1574,"joint, section, season"
7b4b,筋,392,941,1012,"muscle, threadlike structure"
7b49,等,393,945,1016,"equal, class (grade)"
5747,均,394,160,172,"equal (even, uniform)"
5b63,季,395,912,978,season
59d4,委,396,913,979,commit
7a74,穴,397,1316,1413,hole (cave)
7a7a,空,398,1317,1414,"sky, air, empty"
53cb,友,399,704,760,friend
6709,有,400,79,83,"have (exist, there is)"
5de6,左,401,77,81,left
53f3,右,402,78,82,right
77f3,石,403,113,118,stone
82e5,若,404,223,237,young
82e6,苦,405,225,239,"suffering, bitter"
5728,在,406,685,740,be (reside)
5b58,存,407,684,739,exist
5e72,干,408,1648,1777,dry
520a,刊,409,1650,1779,publish
6c57,汗,410,1651,1780,sweat
7aff,竿,411,2632,2676,pole
5229,利,412,906,972,"advantage, profit"
5bb3,害,413,1551,1671,harm
76ca,益,414,1881,2026,benefit
6ea2,溢,415,2315,2408,spill over
5272,割,416,1553,1673,divide (break)
61b2,憲,417,1554,1674,constitution
7fbd,羽,418,573,615,"feather, wing"
7fcc,翌,419,575,617,the following
7fd2,習,420,574,616,"learn, custom"
5f13,弓,421,1231,1317,bow
5f15,引,422,1232,1318,"draw (toward or back), reduce"
5f37,強,423,1235,1321,strong
5f31,弱,424,1236,1323,weak
98a8,風,425,524,563,"wind, manner"
5df1,己,426,525,564,oneself
8a18,記,427,529,568,write down
7d00,紀,428,1354,1454,"era, discipline"
6539,改,429,528,567,reform
8d77,起,430,526,565,"rise, occur"
59d3,姓,431,1557,1678,surname
7531,由,432,1105,1186,reason (cause)
6cb9,油,433,1107,1188,oil
4e95,井,434,1806,1946,well
56f2,囲,435,1807,1948,enclose
4e3c,丼,436,2884,1947,bowl (of food)
4e01,丁,437,91,95,"town subsection, miscellaneous counter"
5be7,寧,438,834,897,"courteous, peaceful"
753a,町,439,92,96,town
706f,灯,440,165,177,lamp
5e81,庁,441,591,635,government agency
8caf,貯,442,194,206,store up (save)
6613,易,443,1051,1130,"easy, exchange, fortune-telling"
8cdc,賜,444,1052,1131,deign to give (bestow)
5834,場,445,545,584,place
6e6f,湯,446,546,585,hot water
9580,門,447,1616,1743,gate
9593,間,448,1620,1747,space in between
9589,閉,449,1623,1751,close
958b,開,450,1622,1750,open
95a2,関,451,2017,2173,"connect with, barrier"
554f,問,452,1617,1744,question
805e,聞,453,1626,1754,hear
8a2a,訪,454,495,534,visit
9001,送,455,2016,2172,send (transmit)
5238,券,456,1206,1291,"ticket, certificate"
5305,包,457,530,569,"wrap, encompass"
5dfb,巻,458,1207,1292,"roll up (wind), volume"
570f,圏,459,1208,1293,"sphere, range"
52dd,勝,460,1209,1294,"win, excel"
6226,戦,461,1929,2079,"war (battle, contest)"
5358,単,462,1928,2078,single
7c21,簡,463,1621,1749,simple
904e,過,464,1293,1389,"pass by, exceed"
9aa8,骨,465,1288,1383,bone
663c,昼,466,1075,1156,daytime (midday)
591c,夜,467,1037,1115,night
6db2,液,468,1038,1116,liquid
6212,戒,469,676,730,caution (warn)
5e7e,幾,470,1381,1481,"how many, some"
757f,畿,471,2887,1483,capital region
78ef,磯,472,2594,2640,rocky beach
6a5f,機,473,1382,1482,"machine, aircraft, opportunity"
68b0,械,474,677,732,mechanical contrivance
98db,飛,475,1887,2032,fly
6c0f,氏,476,1828,1970,"family, courtesy title"
6c11,民,477,1834,1976,"people (nation, race)"
7d19,紙,478,1829,1971,paper
4f4e,低,479,1831,1973,low
62b5,抵,480,1832,1974,resist
90b8,邸,481,1841,1984,stately residence
5e95,底,482,1833,1975,bottom
5de8,巨,483,856,920,giant
81e3,臣,484,848,911,retainer (subject)
57fa,基,485,1767,1904,base (foundation)
671f,期,486,1765,1902,"term (period), expect"
6bdb,毛,487,1913,2062,hair
5c3e,尾,488,1915,2064,tail
80b2,育,489,759,821,raise
7f8a,羊,490,547,586,sheep
6d0b,洋,491,549,588,"ocean, western (foreign)"
9b5a,魚,492,171,183,fish
9bae,鮮,493,551,590,"fresh, vivid"
8607,蘇,494,2380,2463,revive
8a73,詳,495,550,589,detailed
7965,祥,496,1088,1169,auspicious
7f8e,美,497,548,587,beautiful
696d,業,498,1792,1931,"work, business, industry"
5b9f,実,499,1572,1694,"real, fruit"
990a,養,500,1479,1591,foster (raise)
69d8,様,501,933,1003,"mode (way of doing), formal title (sama)"
4f01,企,502,375,401,scheme
66f2,曲,503,1172,1256,"musical composition, curve"
5178,典,504,1827,1969,standard work
8208,興,505,1426,1533,"rise to prosperity, amusement"
8f3f,輿,506,2860,2874,palanquin
7adc,竜,507,536,575,dragon
6edd,滝,508,537,576,waterfall
7c60,籠,509,,1022,"basket, confine in"
8fb0,辰,510,2008,2164,sign of the dragon
8fb2,農,511,2014,2170,farming
6fc3,濃,512,2015,2171,thick
8c4a,豊,513,1443,1551,abundant
5409,吉,514,320,342,lucky
8a70,詰,515,343,367,"stuff, reprimand"
7d50,結,516,1351,1451,"tie, conclude"
6295,投,517,706,762,"throw, send in"
5f79,役,518,884,949,service
6ca1,没,519,707,763,sink
8a2d,設,520,708,765,set up (establish)
6bb5,段,521,1859,2003,step
6bba,殺,522,1493,1607,kill
5239,刹,523,2144,1601,temple
5208,刈,524,1488,1600,clip
7d75,絵,525,1346,1446,picture
7d66,給,526,1349,1449,"supply, pay"
5df4,巴,527,2096,2237,circular comma pattern
8272,色,528,1753,1890,"color, eros"
58f0,声,529,1896,2044,voice
7709,眉,530,2583,2045,eyebrow
91cc,里,531,173,185,"village, league (3.9km)"
7406,理,532,265,283,"reason (logic), basic principle (law), manage"
57cb,埋,533,179,191,bury
91ce,野,534,1596,1722,"field, wild"
9ed2,黒,535,174,186,black
58a8,墨,536,175,187,india ink
7ae5,童,537,436,468,child
91cf,量,538,177,189,quantity
91cd,重,539,1675,1805,"heavy, pile on top of"
52d5,動,540,1676,1806,move
50cd,働,541,1678,1809,work
52b4,労,542,860,924,labor
5354,協,543,872,937,cooperate
7a2e,種,544,1679,1810,"variety (type), seed"
4e9c,亜,545,1809,1950,"sub-, phonetic a"
60aa,悪,546,1810,1951,bad
8981,要,547,1604,1730,"important, summarize, require"
4fa1,価,548,1603,1729,"price, value"
5fc5,必,549,635,685,without fail
8a3c,証,550,380,406,"prove, certificate"
6b6a,歪,551,2862,2875,distort
5426,否,552,1218,1303,"say no, or not"
51e6,処,553,297,318,deal with
62e0,拠,554,669,722,grounds (basis)
8a08,計,555,337,359,"plan, compute (calculate)"
91dd,針,556,274,292,needle
7dcf,総,557,1366,1466,"whole (total), general"
7a93,窓,558,749,811,window
77e2,矢,559,1220,1305,arrow
77e5,知,560,1223,1308,know
533b,医,561,1694,1829,"medicine, doctor"
77ed,短,562,1442,1550,short
5931,失,563,845,908,"lose, slip"
9244,鉄,564,846,909,iron
592b,夫,565,838,901,"husband, man laborer"
6731,朱,566,221,235,vermilion
682a,株,567,222,236,stock
65cf,族,568,1222,1307,family
65c5,旅,569,1048,1127,travel
904a,遊,570,1047,1126,"play, tour"
65bd,施,571,1045,1124,"execute, bestow"
65cb,旋,572,1046,1125,gyrate
65d7,旗,573,1764,1901,flag
653e,放,574,496,535,let go
6fc0,激,575,497,536,"violent, arouse (excite)"
7267,牧,576,329,351,pasture
4f4d,位,577,955,1028,"rank, position"
6ce3,泣,578,432,463,cry
7b11,笑,579,938,1008,"laugh, smile"
5c02,専,580,46,47,exclusively
6075,恵,581,612,659,favor (kindness)
9023,連,582,287,305,"link (connect), in succession"
8ecd,軍,583,301,323,army
904b,運,584,303,325,"carry, move, fortune (fate)"
84ee,蓮,585,2360,2446,lotus
968a,隊,586,1306,1403,party (corps)
5448,呈,587,262,280,present
7a0b,程,588,894,960,"extent, established form"
8056,聖,589,825,888,"holy, saint"
4e11,丑,590,2040,2197,sign of the ox
7d10,紐,591,2661,2703,string (cord)
9769,革,592,1893,2041,"leather, reform"
9774,靴,593,1894,2042,shoes
9784,鞄,594,2785,2806,"suitcase, bag"
76ae,皮,595,802,865,skin
7834,破,596,806,869,break
5f7c,彼,597,883,948,"third person pronoun, boyfriend, girlfriend"
6ce2,波,598,803,866,wave (undulation)
679c,果,599,1121,1202,"fruit, accomplish"
8ab2,課,600,1123,1204,"assignment (task, lesson), assign (impose, levy)"
5de3,巣,601,1927,2077,nest
83d3,菓,602,1122,1203,confectionery
8336,茶,603,252,267,tea
4e16,世,604,28,28,"world, age (generation)"
8449,葉,605,228,243,leaf
68c4,棄,606,758,820,abandon (throw away)
7dd1,緑,607,1371,1471,green
9332,録,608,1144,1226,record
5265,剥,609,2145,1227,strip off
7e01,縁,610,1372,1472,"relation, edge"
4ecb,介,611,250,265,mediate
754c,界,612,251,266,"world, bounds"
6d6e,浮,613,730,787,floating
5c06,将,614,731,789,general officer
5968,奨,615,732,790,encourage
72b6,状,616,239,254,"form, condition, letter (note)"
75c5,病,617,1682,1813,illness
75c7,症,618,1685,1816,pathological condition
75db,痛,619,1690,1825,"pain, acute"
61b6,憶,620,632,679,remember
81c6,臆,621,2460,655,feel timid
5104,億,622,983,1058,hundred million
8996,視,623,1093,1174,look at
898f,規,624,841,904,regulation
5247,則,625,88,92,rule (law)
5074,側,626,975,1049,side
6e2c,測,627,149,160,"measure, conjecture (estimate)"
8003,考,628,1252,1341,think
8001,老,629,1251,1340,old
5b5d,孝,630,1253,1342,filial piety
539a,厚,631,125,132,"thick, kind"
6559,教,632,1254,1343,"teach, religion"
5b8c,完,633,187,199,complete
9662,院,634,1304,1401,institution
5948,奈,635,1094,1175,phonetic na
5b97,宗,636,1100,1181,religious sect
796d,祭,637,1102,1183,festival
969b,際,638,1296,1392,"verge (edge), occasion"
5bdf,察,639,1103,1184,"inspect (observe), guess (judge)"
7948,祈,640,1128,1209,pray
7956,祖,641,1779,1918,ancestor
52a9,助,642,1782,1921,help (save)
4ef2,仲,643,956,1029,"intermediary, personal relations"
5fe0,忠,644,602,648,loyalty
6c96,沖,645,138,146,open sea
4fdd,保,646,997,1072,preserve
5446,呆,647,2181,2297,dumb (dumbfounded)
5b88,守,648,186,198,protect
56e3,団,649,582,625,"collective (group, organization)"
5bfe,対,650,1726,1862,"opposite, oppose"
6751,村,651,208,221,village
624d,才,652,681,736,"talent, -years old"
8ca1,財,653,682,737,wealth
6750,材,654,683,738,"timber, material"
6c88,沈,655,1888,2033,sink
6795,枕,656,2472,2034,pillow
4e08,丈,657,691,746,"stature, stout"
6756,杖,658,2504,2566,cane
5049,偉,659,1643,1772,great (eminent)
7def,緯,660,1645,1774,latitude
885b,衛,661,1646,1775,guard
97d3,韓,662,1647,1776,(south) korea
9055,違,663,1644,1773,"differ, violate"
62b1,抱,664,645,697,hold (in one's arms)
7832,砲,665,532,571,heavy gun
6ce1,泡,666,533,572,bubble
4e39,丹,667,2038,2195,"cinnabar red, wholeheartedly"
821f,舟,668,1868,2012,small boat
8239,船,669,1874,2019,ship
8236,舶,670,1869,2013,oceangoing ship
822c,般,671,1871,2016,sort (kind)
642c,搬,672,1873,2018,carry
76e4,盤,673,1872,2017,"disk, board"
6b6f,歯,674,1171,1255,tooth
51b7,冷,675,1404,1506,cold
9f62,齢,676,1403,1505,age
5c11,少,677,106,111,little
7802,砂,678,117,122,sand
6b69,歩,679,371,397,walk
6e09,渉,680,372,398,have relations with
7701,省,681,124,131,"ministry, save (cut down on), introspect (reflect)"
76f8,相,682,209,222,"aspect, mutual, minister (of state)"
60f3,想,683,609,656,conceive
79f0,称,684,905,971,appellation
5f25,弥,685,2241,1322,"phonetic mi, phonetic ya"
4e92,互,686,757,819,reciprocal
52d9,務,687,1227,1313,duty
67d4,柔,688,1226,1312,soft
8edf,軟,689,470,509,soft
8ecc,軌,690,288,306,track
8ed2,軒,691,1652,1781,"eaves, counter for houses"
8ef8,軸,692,1112,1193,"axle, axis"
8f03,較,693,1277,1370,compare
5eab,庫,694,589,633,storage chamber
8535,蔵,695,850,913,store
5009,倉,696,1630,1758,storehouse
5275,創,697,1631,1759,create
544a,告,698,247,262,"notify, accuse"
9020,造,699,281,299,make (build)
8863,衣,700,396,423,garment (clothing)
4f9d,依,701,971,1045,depend on
888b,袋,702,1006,1081,bag
8912,褒,703,998,1073,commend (praise)
88cf,裏,704,399,426,rear
8868,表,705,1546,1666,"express, surface, table (chart)"
73fe,現,706,259,275,"actual (present), appear"
8457,著,707,1258,1347,"author, conspicuous"
5236,制,708,418,447,"system, control"
88fd,製,709,419,448,manufacture
521d,初,710,404,431,first
88f8,裸,711,1124,1205,naked
96e3,難,712,1580,1703,"difficult, disaster, fault"
51c6,准,713,560,602,junior
6e96,準,714,564,606,"standard (level), quasi-"
5099,備,715,1183,1267,provide for
6b7b,死,716,815,878,die
846c,葬,717,816,879,funeral
5217,列,718,812,875,"column, row"
70c8,烈,719,814,877,vehement (intense)
88c2,裂,720,813,876,split (tear)
4f8b,例,721,972,1046,example
5211,刑,722,679,734,penalty
578b,型,723,680,735,type (model)
7814,研,724,675,729,"grind, research"
5384,厄,725,1415,1519,misfortune
5371,危,726,1416,1520,dangerous
7bc4,範,727,1413,1516,model
6028,怨,728,1420,1524,hold a grudge (resent)
82d1,苑,729,1419,1523,imperial garden
5b9b,宛,730,1417,1521,address
7897,碗,731,2591,2637,bowl
8155,腕,732,1418,1522,"arm, ability"
5374,却,733,1395,1497,eliminate
811a,脚,734,1396,1498,leg
